SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2
130855.67+542854.5,0.912696,-24.418349753851114,-24.563176754117467,-24.878294694481898,-25.05268806189802,-25.264126398271056,-20.41315099754953,-24.347069142390133,-25.245078114088464,-25.38235272824158,-25.805453069475405,-26.53847904579342,-27.334838809238608
130900.18+103737.4,2.007,-25.265807236789477,-25.54119780463527,-25.813734725006647,-25.869479607899688,-26.106741040847606,-14.512625739373098,-18.84030323988536,-26.26721771539045,-26.254707204949717,-26.87898808279803,-26.888240794437642,-27.92636680568312
130906.92-022916.5,0.831595,-24.763923697205968,-24.932788151158835,-25.307007366445028,-25.43368784240034,-25.59811100571508,-23.64181301975525,-24.34992604406204,-25.85629954057943,-25.911106318828768,-26.156785224926832,-26.697042507142108,-27.504500664311596
130909.47+422048.7,1.327,-24.14629025483394,-24.43949241883821,-24.698647158725002,-25.032767226351133,-25.28597980666421,-20.516417119123275,-23.710906858272,-25.87655510369642,-26.07370827351191,-25.856157372425585,-26.961013381867833,-27.951740530340825
130915.37+050120.1,0.761231,-23.4061232310641,-23.864275973700423,-24.27192455173617,-24.350658934602496,-24.500766266651006,-18.084709955689366,-18.252461422921023,-24.716726400681086,-25.06784984018068,-25.176199581784875,-26.15809091312523,-27.03809043009407
130923.06+253331.1,2.086,-24.835727791444732,-25.012085749815117,-25.423017479110875,-25.532353853267104,-25.79780964650398,-20.213205625430593,-23.54635715892177,-25.82833694433495,-26.181306030840762,-26.5505886043164,-26.67753479985758,-27.596132017577776
130925.52+430505.5,0.694,-24.183013372237447,-24.415769398009456,-25.055039687918732,-25.377387371715177,-25.654808487805745,-23.24332728952837,-23.674711196023406,-26.309627658715566,-26.734291956268105,-27.053772127360013,-27.022620136174574,-27.60509519906597
130928.92+260748.4,1.402,-24.808787295262988,-25.0234452731791,-25.327284970859434,-25.35104012906499,-25.58315504006219,-21.440407993928304,-24.547817570832326,-25.98719785561182,-26.206261161665317,-26.36572243949775,-26.78047367640242,-27.710770175976876
130943.71+254336.0,1.3803,-24.996365969443207,-25.13075951052707,-25.441973026270507,-25.577931140847443,-25.835372383149657,-23.931605862930645,-25.11165243125721,-26.07068005457303,-26.264370759792012,-26.156459525652522,-26.81489675740031,-27.733358558152048
130944.98+222632.0,1.982,-24.612535406163172,-24.96967698345762,-25.36218539595711,-25.3982474853662,-25.632025826292722,-18.580049374546626,-22.94201549308755,-26.212417800817445,-26.432969942727464,-26.63111381505778,-26.486001665928036,-27.447327556624284
130947.00+081948.2,0.1543,-23.497835705721954,-23.501877441716914,-23.69685586504358,-23.942708629356982,-23.681079355979744,-23.16823255829736,-23.104767448377178,-24.06702430143036,-24.376457851966933,-24.90165980324655,-25.268228741380614,-25.690368708356115
130952.89+011950.6,0.54666,-23.523372227616328,-23.767141838925447,-24.2288431150418,-24.381205537549413,-24.649397666863564,-21.876839290343405,-22.896721658808065,-24.89979274444711,-25.106102441188803,-25.510510538454174,-25.800991968096984,-26.69941759793963
130956.19+215702.9,0.6106,-23.714157437810215,-23.792004828310535,-24.06505049825693,-24.071541465057674,-24.232740516407496,-23.72573157140981,-23.352721603030627,-24.182928793073003,-24.632335833309053,-24.700871887584842,-25.675785472630196,-26.49897199385928
130957.20+020206.9,1.544167,-24.730828271965173,-25.131603174753522,-25.512177668290253,-25.680228446685973,-26.008009823864636,-22.430894638703457,-24.03145100271411,-26.67192792334482,-27.006684737733654,-27.083906500314058,-27.19005678350452,-27.723401042813947
131007.99+634103.5,0.193094,-20.617079444030107,-21.471981265044242,-21.987891381935512,-22.118356532161187,-22.249898399666932,-17.0007858915473,-19.36430650860032,-22.126542571379918,-22.65656043035091,-23.11306190774411,-23.02083229020109,-23.37651520091354
131011.30+075816.3,0.5767,-23.90588372473186,-24.018851518908928,-24.235488277794435,-24.291282445938386,-24.391010591420624,-23.956389321836483,-23.701411097048265,-24.373125616528277,-24.843725992523,-25.207841099075946,-26.144306372960845,-27.15579874431978
131011.60+460124.4,2.142306,-26.394610995849824,-26.501570585852498,-26.825897721963734,-26.899667810729227,-27.10371398983647,-24.648978109998964,-25.21104470576253,-27.62091342733741,-27.870826295332982,-28.300581019430282,-28.300875820714076,-29.30288996869577
131011.88+195428.1,0.3046,-22.183994879833058,-22.43060006269083,-22.926975502683256,-23.179691717294382,-23.283725603489675,-21.80149876974996,-21.924485579012483,-23.61980599697825,-23.690453736714915,-24.00614690404263,-24.176531649779374,-24.571404614281736
131018.46+135012.7,0.97633,-24.13806968861249,-24.37141640507034,-24.740396264384177,-24.969690305107303,-25.15967395940592,-21.759914449849038,-23.79376291286406,-25.462425448684737,-25.31754923630375,-25.656533872133572,-26.337854498599306,-27.122626798791057
131023.18+192959.9,1.558,-24.3062228806237,-24.623215467343147,-24.96352884494373,-25.145039079539885,-25.398438087895546,-15.082411560298747,-22.712623225714843,-25.868923431913217,-25.945963647332533,-26.091508944225446,-26.65007741685656,-27.75522354927431
131028.13+482204.9,1.74,-23.451011400886166,-24.01099094471469,-24.920152550781488,-25.251355158566327,-25.6017889104739,-19.576779847989656,-22.170570004038062,-26.272000301062192,-26.614176080498325,-27.234281853666136,-26.945903025598643,-27.702785081305294
131028.21+150327.8,1.807,-24.467895514845054,-24.631108808295284,-24.989675176735613,-25.173678999742073,-25.491348383237597,-22.824467067320192,-23.936378945391244,-26.233056135138245,-26.04271727560777,-26.855187628403073,-26.239722619657922,-26.89303303958252
131028.66+322043.7,0.998007,-23.935909265749086,-24.247779351635344,-24.813784124542597,-25.26504998265629,-25.645136844609368,-21.597438704151532,-23.392668068824914,-25.510161825569238,-26.018847786465745,-26.514671625692067,-27.752601919852196,-28.467314999521577
131116.86+142612.9,0.498671,-24.649642898801265,-24.75087258768044,-25.153102978181,-25.072819797983534,-25.252593506606672,-23.65037364360515,-24.185673780640897,-24.76112372900995,-25.03136392623008,-25.281657542320033,-26.054862718336313,-27.108324103267854
131131.99+373408.2,1.272463,-24.76949529853354,-25.00092477239314,-25.28716604988042,-25.448623096805044,-25.662365347400456,-23.06188366193657,-24.773622164878763,-25.998623420663307,-26.100833263281732,-25.859964535148467,-26.39836566832492,-27.216190507333486
131137.05+334648.6,1.034432,-24.326740126042058,-24.520887850937676,-24.8540850247573,-25.043888822554116,-25.251316400594586,-22.23168624511967,-23.95506205693436,-25.784763400928544,-25.422088012743334,-25.68749419911766,-26.40730651644781,-27.350438764455227
131140.67+560835.0,0.34116,-22.312062994458046,-22.341942328607296,-22.806930056515462,-22.911228348946683,-23.377160379328917,-22.31957173484085,-22.368456961964213,-23.649225003706807,-24.099265493255274,-24.438691205549386,-24.629340974633926,-25.268777431351417
131144.20+200111.9,0.293,-22.02132301820477,-22.28939065414434,-22.55425126126556,-22.660986154109455,-22.92951738640461,-20.95262971606007,-21.2080243048043,-23.322158346668093,-23.742305554931114,-24.06722475384275,-24.643941931763084,-25.266259422218685
131150.53+192053.1,0.3977,-23.133207994560205,-23.253357388800044,-23.653321008668662,-23.706446901394198,-23.685623012623697,-20.400227406125968,-21.38036894138099,-23.673244363065475,-24.01162071576126,-24.613647758685968,-25.571647915169493,-26.406368526594314
131153.59+235323.3,1.964,-25.144479906539253,-25.464701061846142,-25.744102469596495,-25.87226397354169,-26.139014402623555,-10.438181900715076,-22.889442139261245,-26.448185410602058,-26.64630389959314,-26.72471500253931,-27.028318654439904,-27.723463999513918
131204.26+494632.5,1.136,-24.699160830486726,-24.865516239266352,-25.21413591037062,-25.35423832607783,-25.535993912403153,-22.502011770033118,-24.521538517846142,-25.64923469916912,-25.62102114568417,-25.83481566155756,-26.75969441720122,-27.531338042204887
131204.70+064107.5,0.2419,-23.53254724223522,-23.778424775422035,-24.02670306790726,-24.16969858493435,-24.187823791203904,-22.005253992542947,-22.964516682374413,-24.0711162675893,-24.573863266331543,-25.146729619644898,-26.00140208020422,-26.506377479250457
131206.53+063622.8,0.7337,-24.258399023990698,-24.32331892187015,-24.60948151335933,-24.701511635911565,-24.686356708841387,-23.90882703417112,-23.853812626402767,-24.72144355139,-24.764978885597085,-25.378409753813315,-26.24184557815014,-27.25040477831519
131209.10+210923.1,2.165,-24.145548262398794,-24.5840891334015,-25.161165698761213,-25.345463410070444,-25.58696054463611,-19.834045372524024,-18.653270236847792,-26.142423759437214,-26.895789720230688,-26.685017583896215,-26.64768327069797,-27.56087172426885
131211.13+480925.2,0.71517,-24.35529480451893,-24.58661807511687,-24.889072087229728,-24.88993669689101,-25.082695053793202,-23.61766568653116,-24.164582704169955,-25.1431836107577,-24.997749878944454,-25.076782535493184,-25.868448412607297,-26.731718031404686
131217.75+351521.0,0.1829,-23.37399164919973,-23.644098852586147,-24.003849770732995,-24.12559079399811,-24.04395794282982,-22.99275343492609,-23.373458497547567,-24.375298808762246,-24.568516303145945,-25.033005335073803,-25.69221868753128,-26.24978071437462
131248.73+425236.7,2.626,-25.565191453722452,-25.598281901379075,-26.090877095643012,-26.289726633037137,-26.427809089181416,-22.34759959281053,-23.5339518944288,-26.61009981966701,-27.3899490290911,-27.407554729677834,-27.24168768583212,-28.04273289446777
131255.20+421632.1,1.246,-24.859396186612024,-25.32164816636633,-25.624070525515805,-25.6933482053369,-25.93796843805009,-22.461892175157065,-24.40107818767491,-26.179802055607173,-25.907998753282467,-26.044630067245336,-27.098303993171932,-28.026642758561582
131315.96+091820.6,1.798501,-25.335021649062476,-25.60190657366283,-25.933211400641643,-26.02925993239604,-26.267464358605974,-23.871805389795036,-24.99576502291994,-26.518515353398662,-27.012553783471855,-26.823291223500792,-27.120762948523247,-28.011451596815323
131323.25+151309.6,1.257,-24.023523375218574,-24.66637757786284,-25.02785793606146,-25.248134274538227,-25.638677147082802,-20.43154958814765,-23.532053437441423,-26.246565351270405,-26.12340367147814,-26.357739284737253,-26.66426551843875,-27.53231808581721
131325.26+194612.1,0.6721,-23.501694637131127,-23.6369378928833,-24.013780305336983,-24.13783440939953,-24.258862439899474,-22.9774532066112,-23.280708498923463,-24.57619733622667,-24.91665955863075,-25.05439853956159,-25.844789853646716,-26.623605479975012
131327.87+124258.4,1.725,-24.185723467749355,-24.702687752607684,-25.089786211031022,-25.29272342164669,-25.63999450923062,-21.088264779141408,-23.765024855272674,-26.211406064110832,-26.572101242969012,-26.701734526094267,-26.970586964762393,-27.840583006362426
131329.53+404320.8,1.049,-24.184783919884644,-24.239126712700234,-24.586132371376255,-24.814294772732357,-25.092334995155998,-21.80721983314584,-24.543632200119216,-25.564705181827605,-25.67606555179628,-25.666691774260286,-26.486399609662797,-27.38284163737322
131340.01+515129.5,1.879,-20.272843940810493,-23.089171835938505,-24.189163417638095,-25.035840735871197,-25.75386404991192,-21.75907082525186,-23.09579419880092,-27.463666471132033,-28.113255716482637,-28.202451590646955,-28.3618922954905,-29.268565869117126
131359.17-032444.7,0.662066,-23.51063721507689,-23.697099694341134,-24.00652064098923,-24.072751184051878,-24.262750476351055,-22.63141183805388,-23.079602947542583,-24.439644191680564,-24.948508479781587,-25.471779718119503,-26.067025730048083,-26.89100316329189
131413.39+434416.4,0.607522,-23.70028774423735,-23.922014885989263,-24.33743984558248,-24.509281124017836,-24.69929103145037,-24.014110463095125,-23.763134246669743,-24.698724506979996,-24.87668779086988,-25.221595643168676,-26.09215249886632,-26.90160937930672
131414.80+335438.5,1.032903,-23.773044170709777,-23.891683826995628,-24.183283004081797,-24.245726505786493,-24.45278087129543,-23.271212315273793,-24.07349396692848,-25.040575603408975,-25.417018761826704,-25.453238712038914,-26.166622243675658,-26.83663624516628
131426.16+372034.0,0.553,-22.608164251325036,-23.087841331412875,-23.743539424717863,-23.80395629660917,-24.055855153471747,-20.73809388202915,-21.716603308899177,-24.034628255511652,-24.73338663014358,-25.078278620295947,-25.747803450456484,-26.562055180889185
131426.49+020115.6,0.307285,-23.237204211270814,-23.426991678368555,-23.777376150933293,-23.76066378595273,-23.81027466007118,-22.832529000935114,-23.17893108333676,-23.96048309777863,-24.28416858028738,-24.967781051969613,-25.648621981940046,-26.204585214380252
131430.78+130745.5,0.743,-24.986059756384137,-25.105224268100308,-25.410543012225435,-25.538215868635334,-25.57762583432364,-24.952955658982653,-25.11936698607433,-25.89396047371031,-25.939211570018195,-26.366309628906162,-26.836565826317987,-27.742931768873852
131435.15+301803.1,1.922,-23.749143722241346,-24.58770338069562,-25.317594352943015,-25.521554835416744,-25.796237123905055,-22.08230185452491,-22.679196184457716,-26.31230611353559,-26.27199703074455,-26.577821741198438,-26.64394397603872,-27.518509316328032
131443.80+234826.7,2.06,-25.390260045902068,-25.923271911726545,-26.51026512617133,-26.77406359740951,-27.04802987656942,-24.16288540121634,-25.02643905599266,-27.445448220257344,-28.11834720582193,-28.521365366010595,-30.27431856055986,-30.78170579553138
131446.07+110223.0,0.983294,-24.024335448129058,-24.14850766385994,-24.490672972758723,-24.645575584639246,-24.909701020798785,-23.158544376757785,-23.846064022700546,-25.22185533291305,-25.231850396502505,-25.617191044097268,-26.261882769444778,-27.11582462897714
131448.06+381255.4,0.897964,-23.83367848154388,-24.126611578930927,-24.427417647908534,-24.51005762134544,-24.655229981405842,-23.099631329508775,-24.10385415457621,-25.103719394048454,-25.178439405605232,-25.405100681916593,-26.062877858928463,-27.013403285728874
131459.85+505932.9,0.607979,-23.488631232308755,-23.609602108841965,-24.02314966394265,-24.129817240100436,-24.315754742435022,-23.139040443788463,-23.16295932211619,-24.065589427195892,-24.547951820996808,-25.058584431586805,-25.658082497413822,-26.591637328962097
131505.89+590157.5,1.93,-24.20157111897688,-24.77091968372014,-25.396740091253395,-25.676956271187198,-26.027003283609346,-17.624883642468433,-22.749324280202302,-26.374330964908953,-26.39197746888907,-27.02444592287798,-27.252665378112845,-28.20965816700083
131513.95+155854.9,0.771,-23.05152504616638,-23.512643172796977,-24.089316987542006,-24.261283257937375,-24.512966887760644,-18.668445183612043,-22.250850152365594,-24.76341829643295,-24.987852653866273,-25.602425872643163,-26.055627583954518,-27.118089040416553
131520.94+315921.7,0.837962,-24.117060338212877,-24.279861352100074,-24.568202053201667,-24.63670925941711,-24.798883202797338,-23.069749782944672,-23.706742383266338,-25.00794603741047,-24.9746518413969,-25.771849456109916,-26.123094399252945,-26.913784818930196
131524.57+410914.2,1.576,-24.025770570674997,-24.553221867631855,-25.139949688346533,-25.47053181941181,-25.7359513198062,-21.313664734514614,-23.112945592484778,-26.08072369756811,-26.7122910777394,-26.660022358746268,-26.73511158638996,-27.5801888364105
131536.75+191459.9,1.815,-24.36637680874434,-24.992020277987404,-25.393591048161117,-25.677952600442186,-26.002543263429846,-20.080283840163194,-21.68499775201848,-26.221638697537433,-26.696140175275904,-26.8089209739922,-26.944799740921255,-27.603419314037808
131545.20+152556.3,0.449,-23.61811522550513,-23.745555039450064,-24.035427007351544,-24.012118420812662,-24.142213441480106,-23.080570331554078,-23.11700028250269,-23.87197480865769,-24.201274999099315,-24.646813361444963,-25.357705185123276,-26.302897501141246
131549.46+062047.8,0.36,-23.09572351276429,-23.41866793267918,-23.75155398885103,-23.797027243907372,-23.705693699434562,-21.305045177194554,-22.369566060462564,-23.86975065684905,-23.965630942402818,-24.990509007067445,-25.84939144864558,-26.502738393227823
